"","specimen","mean_length","mean_width","raw_aspect_ratio","ln_length","ln_width","ln_length_ln_width","species_name","domain"
"227","Nimbochromis_linni_UniBri_440_8bit_v17_v-3",2.77653375843993,2.31349928646509,1.20014463574023,1.02120330025695,0.838761220942604,0.18244207931435,"Nimbochromis_linni","caudal"
"228","Nimbochromis_linni_UniBri_440_8bit_v18_v-4",2.72255610332422,2.2378490838405,1.21659504342084,1.00157118289427,0.805515174122026,0.196056008772248,"Nimbochromis_linni","caudal"
"229","Nimbochromis_livingstonii_NHMUK_1896_10_5_25_8bit_v11_v+4",3.56276657150745,2.92611736172592,1.21757473507693,1.27053736988517,1.07367641174772,0.196860958137447,"Nimbochromis_livingstonii","precaudal"
"230","Nimbochromis_livingstonii_NHMUK_1896_10_5_25_8bit_v12_v+3",3.41358279625069,2.93598007982858,1.16267232863855,1.22776241311176,1.07704132592972,0.150721087182034,"Nimbochromis_livingstonii","precaudal"
"231","Nimbochromis_livingstonii_NHMUK_1896_10_5_25_8bit_v13_v+2",3.46873686727322,3.07481214736539,1.1281134264561,1.24379051249412,1.12324380910472,0.1205467033894,"Nimbochromis_livingstonii","precaudal"
"232","Nimbochromis_livingstonii_NHMUK_1896_10_5_25_8bit_v16_v-2",3.50677324474369,3.08725506259262,1.13588711449023,1.25469631116734,1.12728236685334,0.127413944313998,"Nimbochromis_livingstonii","caudal"
"233","Nimbochromis_livingstonii_NHMUK_1896_10_5_25_8bit_v17_v-3",3.47213533149001,3.07578654840769,1.12886095209939,1.2447697740022,1.12356065665034,0.121209117351852,"Nimbochromis_livingstonii","caudal"
"234","Nimbochromis_livingstonii_NHMUK_1896_10_5_25_8bit_v18_v-4",3.501335285804,3.03222177819138,1.15470949750003,1.25314440596856,1.10929561094658,0.143848795021976,"Nimbochromis_livingstonii","caudal"
"235","Nimbochromis_polystigma_NHMUK_1921_9_6_102_107_8bit_b_v11_v+4",3.95630317843547,2.89118694651159,1.36840102408771,1.37531004844667,1.06166712594234,0.313642922504331,"Nimbochromis_polystigma","precaudal"
"236","Nimbochromis_polystigma_NHMUK_1921_9_6_102_107_8bit_b_v12_v+3",3.99814041226375,2.93794056103196,1.36086497640354,1.38582935608774,1.07770884644831,0.308120509639432,"Nimbochromis_polystigma","precaudal"
